25,9332
26,25
26,36
26,166
26,302
26,957
26,1179
26,5527
26,5528
26,5946
31,8
31,92
31,104
31,206
31,615
31,668
33,8
33,227
35,8
35,44
35,201
36,11
36,22
36,35
36,74
36,104
37,10
37,13
37,20
37,65
37,101
37,1259
37,2412
37,5596
37,5598
39,13
39,39
41,8
41,9
41,10
41,13
41,20
41,133
41,886
41,1212
41,3341
43,9
43,15
43,4631
43,5893
43,5898
44,9
44,11
44,13
44,35
44,46
44,55
44,74
44,105
44,942
46,8
46,13
46,15
46,35
46,46
46,112
47,10
47,13
47,20
47,1931
47,2727
49,13
49,20
49,25
49,36
49,152
49,2984
49,6113
55,8
55,9
55,112
55,475
58,8
58,9
58,234
58,4734
61,9
61,13
61,16
61,255
62,13
62,20
62,2163
63,13
63,46
63,269
63,11435
64,3
64,8
64,9
64,13
64,20
64,25
64,63
64,352
65,13
65,20
65,2553
65,5820
66,13
66,21
66,4157
66,4160
66,4432
68,117
68,13378
73,13
73,20
73,2430
74,9
74,4631
75,8
75,9
75,13
75,15
75,25
75,46
75,55
75,63
75,105
78,13
78,20
78,3512
79,13
79,20
79,25
79,166
79,3511
80,1
80,6
80,129
81,11
81,55
81,74
81,85
81,92
81,104
81,105
81,275
81,352
81,1096
81,2965
82,13
82,20
82,25
82,1179
82,2839
85,9
85,25
85,231
85,279
85,352
85,354
89,615
89,2591
92,5
92,80
92,85
92,1236
93,4
93,5
93,55
93,80
93,111
93,3892
95,8
95,85
95,104
95,206
95,615
95,1094
95,5345
97,13
97,20
97,302
97,957
97,3125
100,10
100,2876
101,8
101,9
101,234
101,9332
103,668
104,8
104,81
105,8
105,9
105,15
105,106
105,119
105,299
106,1
106,1168
112,8
112,63
117,1
117,20
117,119
117,199
117,1168
117,5382
117,12215
118,4
118,5
118,11
118,68
118,80
118,111
118,117
118,231
118,236
118,279
118,11437
120,13
120,20
120,4681
123,13
123,20
123,2047
124,8
124,446
128,55
128,6138
128,6139
129,13
129,4432
129,4574
129,5859
129,11356
130,9
130,294
131,13
131,39
131,55
131,85
131,92
131,105
131,206
131,275
131,352
131,1096
131,2965
133,8
133,9
133,993
135,13
135,20
135,21
135,1152
135,2988
140,357
140,615
141,11
141,4424
143,5
143,16
143,65
143,101
143,364
143,445
144,9
144,119
144,242
144,387
146,1371
146,2734
148,4
148,5
148,13
148,20
148,80
148,2702
148,3912
149,4
149,5
149,11
149,22
152,13
152,20
152,3402
153,14
153,253
156,13
156,5809
156,13425
159,8
159,104
159,206
159,275
159,615
163,8
163,2876
165,55
165,5676
170,147
170,3089
183,13
183,20
183,2554
188,13
188,20
188,2992
197,8
197,236
199,231
201,13
201,46
206,8
206,131
206,342
208,615
208,2995
212,14
212,147
212,294
212,442
217,8
217,9
217,692
221,8
221,1172
229,4688
229,6022
229,6025
229,6251
229,6252
229,6253
234,8
234,9
234,101
234,3294
234,5928
236,1159
239,8
239,9
239,14
239,365
239,705
239,881
243,615
243,5396
247,615
247,2888
248,11
248,4424
249,13
249,20
249,154
250,8
250,18
252,8
252,9
252,252
255,8
255,61
256,4
256,22
256,80
267,8
267,668
269,55
269,3892
275,636
286,13
286,39
286,55
286,105
286,361
294,262
294,442
299,8
299,15
299,35
299,104
299,105
299,106
299,206
299,361
299,363
299,442
299,705
299,1346
307,55
307,157
307,4598
314,8
314,627
329,1
329,8
329,104
329,206
329,352
329,615
329,6023
330,242
330,672
342,5
342,80
342,343
343,8
343,15
343,35
343,112
343,342
343,3723
343,3895
345,5
345,11
345,80
345,199
347,13
347,20
347,40
348,105
348,4851
348,5888
348,5897
354,111
354,118
360,8
360,9
360,206
360,559
361,8
361,35
361,286
361,342
362,9
362,330
363,8
363,459
364,8
364,9
364,214
364,363
365,8
365,16
365,101
365,364
365,1346
387,242
387,442
388,10
388,5135
392,615
392,644
407,13
407,20
407,3127
416,13
416,40
416,269
416,681
442,3736
445,80
445,234
447,111
447,279
448,13
448,11356
455,3
455,9
455,13
455,3150
458,13
458,39
458,55
458,105
458,705
459,13
459,39
459,55
459,105
459,363
460,13
460,55
460,105
460,365
460,1346
475,8
475,15
475,35
475,55
475,104
475,206
475,361
475,363
475,705
475,1346
506,302
506,5528
526,106
526,672
534,8
534,647
559,14
559,147
559,672
559,5512
579,10
579,4424
579,5118
579,5119
582,10
582,5598
605,10
605,416
606,302
606,5527
614,21
614,4142
620,117
630,10
630,4424
631,1
631,74
631,197
632,5831
641,55
641,157
655,9
655,1762
668,1172
668,5345
670,93
670,114
673,84
673,118
677,13
677,39
680,8
680,9
680,4877
681,10
681,416
692,8
692,9
692,4877
705,8
705,112
705,342
705,458
729,12452
738,8
738,104
738,206
738,2965
780,5659
787,13
787,20
787,2839
794,8
794,104
794,206
794,615
794,1096
821,21
821,3391
857,3
857,13
857,20
857,25
882,8
882,10
916,24
916,3112
921,8
921,9
921,415
944,1
944,2637
988,9
988,160
993,8
993,9
993,4702
993,4846
993,4882
1033,10
1033,5118
1050,4
1050,5
1050,8
1050,9
1050,80
1050,1212
1050,4631
1083,689
1094,111
1094,577
1127,22
1127,48
1134,13
1134,882
1149,1259
1153,9
1153,69
1157,4
1157,5
1157,80
1157,4281
1165,5
1165,80
1165,3287
1171,3735
1172,5
1172,80
1172,1236
1172,5345
1185,2
1185,9
1185,13
1185,119
1185,253
1185,857
1185,5841
1204,2
1204,1284
1212,8
1212,9
1212,692
1230,13
1230,13425
1233,93
1233,189
1236,345
1344,8
1344,1345
1346,8
1346,15
1346,342
1346,460
1352,16
1352,101
1352,364
1416,180
1416,12448
1451,615
1451,6188
1635,13
1635,20
1635,886
1636,13
1636,20
1636,2163
1637,13
1637,20
1637,3402
1637,6113
1638,13
1638,20
1638,2984
1639,13
1639,20
1639,3125
1640,13
1640,20
1640,6112
1641,13
1641,20
1641,2987
1642,13
1642,20
1642,2412
1643,13
1643,20
1643,2988
1644,13
1644,20
1644,3127
1645,13
1645,20
1645,2047
1646,13
1646,20
1646,1931
1647,13
1647,20
1647,2430
1647,5336
1648,13
1648,20
1648,3511
1649,13
1649,20
1649,2702
1650,13
1650,20
1650,2553
1651,13
1651,20
1651,2992
1652,13
1652,20
1652,3512
1653,13
1653,20
1653,2554
1697,615
1697,6311
1736,442
1736,465
1762,385
1762,442
2066,12453
2315,1
2315,2582
2315,11811
2336,8
2336,5345
2391,60
2391,69
2430,101
2430,3294
2442,21
2442,6199
2470,5830
2743,3800
2743,11475
2939,10
2939,5119
2999,41
2999,5887
3023,342
3023,3895
3120,69
3120,93
3150,153
3150,442
3240,6635
3283,10
3283,6442
3356,1
3356,4309
3360,9
3360,870
3479,8
3479,9
3479,445
3541,8
3541,9
3541,3541
3561,6143
3657,11
3657,13
3657,5818
3657,13309
3688,54
3688,229
3741,5
3741,5765
3793,1
3793,5546
3798,3633
3820,55
3820,4598
3862,110
3862,5869
3880,66
3880,3523
3943,5
3943,14
3943,3341
4085,275
4085,352
4085,357
4085,615
4085,644
4085,668
4085,934
4085,1094
4085,1096
4085,2591
4085,2888
4085,2995
4085,5396
4085,6187
4085,6188
4085,6311
4146,11
4146,13
4146,5809
4146,5818
4232,342
4232,3723
4250,3800
4250,11475
4310,132
4310,614
4442,22
4442,118
4652,105
4652,4688
4652,4824
4652,6022
4677,8
4677,9
4677,119
4677,4051
4677,4734
4700,8
4700,9
4700,4846
4702,105
4702,4851
4735,13
4735,20
4735,4681
4846,105
4846,5888
4851,15
4851,5893
4874,1
4874,5925
4877,8
4877,9
4877,4882
4882,105
4882,5897
4895,13
4895,5925
4927,55
4927,6138
5301,21
5301,5302
5335,9
5335,13
5335,20
5335,5336
5335,5691
5338,10
5338,5596
5345,9
5345,231
5345,279
5345,5378
5378,111
5378,118
5382,117
5382,231
5382,13378
5427,11
5427,13
5427,13309
5512,262
5512,672
5552,6250
5674,55
5674,5676
5691,5692
5691,5694
5693,5692
5693,5694
5694,5693
5694,11433
5776,3167
5776,6453
5801,21
5801,5802
5803,21
5803,5804
5813,21
5813,5814
5818,21
5818,828
5818,6245
5841,253
5841,442
5868,110
5868,5869
5892,8
5892,9
5892,4702
5897,15
5897,5898
5921,20
5921,6250
5928,8
5928,9
5928,5929
5946,22
5946,48
5947,25
5947,5946
6016,181
6016,259
6016,6016
6023,1
6023,6023
6026,6251
6026,6253
6059,14
6059,11824
6140,55
6140,6139
6186,615
6186,6187
6235,689
6235,1371
6235,2734
6249,20
6249,6250
6251,6025
6251,6252
6452,3167
6452,6453
6715,24
6715,527
6893,111
6893,222
7118,24
7118,512
8604,12095
8639,12096
9820,91
9820,512
10905,5659
10905,5831
11356,13
11356,4574
11356,5859
11432,5693
11432,11433
11434,5
11434,13
11434,80
11434,11435
11434,11437
11435,8
11435,11436
11436,55
11436,11453
11439,58
11439,11440
11453,1
11453,2582
11453,11811
11472,9
11472,7838
11477,615
11477,934
11541,21
11541,84
11541,11542
11811,1
11811,6
11811,129
11948,100
11948,11949
12214,5382
12214,12215
13309,21
13309,2059
13378,68
13378,231
14119,91
14119,14120
